order_item_id,order_id,product_id,quantity,unit_price,revenue
872,333,60,2,60.69,121.38
873,334,56,3,58.49,175.47
874,334,19,1,26.29,26.29
875,334,11,3,116.68,350.04
876,334,46,3,16.7,50.1
877,335,34,1,69.63,69.63
878,335,11,3,113.11,339.33
879,335,51,3,74.72,224.16
880,335,98,3,132.52,397.56
881,336,58,2,14.57,29.14
882,336,57,1,138.77,138.77
883,336,87,3,73.96,221.88
884,336,13,1,52.28,52.28
885,337,40,2,34.35,68.7
886,338,94,1,39.06,39.06
887,338,11,2,119.06,238.12
888,338,53,3,78.06,234.18
889,338,42,2,89.69,179.38
890,339,42,2,85.21,170.42
891,339,52,2,14.65,29.3
892,339,83,2,41.87,83.74
893,340,62,2,44.49,88.98
894,341,4,3,80.78,242.34
895,342,71,2,132.86,265.72
896,342,14,2,62.23,124.46
897,343,25,2,87.54,175.08
898,343,31,1,35.48,35.48
899,344,33,2,21.67,43.34
900,344,29,2,78.25,156.5
901,344,85,3,80.44,241.32
902,344,53,1,78.06,78.06
903,345,46,3,16.7,50.1
904,345,3,3,9.67,29.01
905,345,79,3,25.67,77.01
906,346,79,2,25.67,51.34
907,346,61,2,84.28,168.56
908,347,1,3,9.34,28.02
909,347,4,1,80.78,80.78
910,348,14,1,60.32,60.32
911,348,8,2,89.23,178.46
912,348,27,2,53.99,107.98
913,348,82,3,41.23,123.69
914,349,32,2,124.83,249.66
915,349,1,3,9.83,29.49
916,350,18,2,32.99,65.98
917,351,3,2,9.67,19.34
918,351,3,2,9.67,19.34
919,351,18,3,31.34,94.02
920,352,18,3,31.34,94.02
921,352,62,3,43.13,129.39
922,352,93,2,116.06,232.12
923,353,24,3,70.49,211.47
924,353,29,3,78.25,234.75
925,353,70,3,28.73,86.19
926,354,17,2,98.77,197.54
927,355,10,2,82.5,165.0
928,356,71,2,135.57,271.14
929,357,3,2,9.19,18.38
930,357,45,3,72.19,216.57
931,358,40,1,34.35,34.35
932,358,23,3,73.37,220.11
933,358,20,3,109.21,327.63
934,358,60,2,60.69,121.38
935,359,6,1,84.39,84.39
936,359,15,2,129.32,258.64
937,359,56,2,58.49,116.98
938,360,38,1,125.29,125.29
939,361,8,3,84.77,254.31
940,361,75,2,91.93,183.86
941,362,26,3,69.34,208.02
942,362,67,2,59.15,118.3
943,362,62,1,45.4,45.4
944,362,45,1,72.19,72.19
945,363,34,2,73.3,146.6
946,363,94,3,39.06,117.18
947,363,9,1,114.33,114.33
948,364,55,3,98.66,295.98
949,364,12,3,51.76,155.28
950,364,22,2,98.19,196.38
951,364,20,3,107.03,321.09
952,365,87,3,70.26,210.78
953,366,91,1,73.55,73.55
954,366,12,2,51.76,103.52
955,367,2,2,96.92,193.84
956,368,55,2,103.85,207.7
957,368,28,1,28.73,28.73
958,368,6,3,84.39,253.17
959,369,51,1,74.72,74.72
960,369,38,1,131.88,131.88
961,369,94,1,39.06,39.06
962,370,15,3,129.32,387.96
963,370,27,2,56.83,113.66
964,370,38,2,129.24,258.48
965,371,63,1,36.24,36.24
966,371,38,1,125.29,125.29
967,371,44,3,29.12,87.36
968,372,14,1,63.5,63.5
969,372,70,3,29.32,87.96
970,373,29,3,78.25,234.75
971,373,9,2,110.83,221.66
972,373,49,3,131.13,393.39
973,374,14,2,60.32,120.64
974,374,6,1,80.17,80.17
975,374,72,2,139.0,278.0
976,375,31,2,36.6,73.2
977,375,58,2,13.84,27.68
978,375,19,3,26.83,80.49
979,376,62,3,43.13,129.39
980,377,7,3,18.97,56.91
981,377,23,1,73.37,73.37
982,377,94,1,37.11,37.11
983,378,63,2,35.52,71.04
984,378,34,2,71.83,143.66
985,378,22,3,98.19,294.57
986,378,74,2,41.86,83.72
987,379,38,1,131.88,131.88
988,380,59,1,129.44,129.44
989,380,58,2,14.57,29.14
990,380,2,1,96.92,96.92
991,380,8,1,84.77,84.77
992,381,48,1,96.66,96.66
993,381,10,1,80.85,80.85
994,382,16,1,117.28,117.28
995,382,86,3,31.97,95.91
996,382,39,1,40.53,40.53
997,383,58,3,14.28,42.84
998,383,39,2,40.53,81.06
999,383,39,3,40.53,121.59
1000,383,6,1,84.39,84.39
1001,384,23,1,73.37,73.37
1002,384,18,3,32.99,98.97
1003,385,26,1,69.34,69.34
1004,385,64,3,60.64,181.92
1005,386,25,2,92.15,184.3
1006,386,31,2,37.35,74.7
1007,386,26,1,72.99,72.99
1008,387,6,3,84.39,253.17
1009,387,30,1,126.95,126.95
1010,387,12,2,50.72,101.44
1011,387,12,1,50.72,50.72
1012,388,6,3,84.39,253.17
1013,388,23,1,77.23,77.23
1014,388,59,3,129.44,388.32
1015,388,18,2,32.99,65.98
1016,389,20,3,109.21,327.63
1017,389,47,2,27.35,54.7
1018,389,12,1,49.17,49.17
1019,390,77,1,49.92,49.92
1020,391,36,2,18.68,37.36
1021,392,30,1,124.41,124.41
1022,392,39,2,40.53,81.06
1023,392,11,1,119.06,119.06
1024,392,44,3,29.12,87.36
1025,393,24,1,72.72,72.72
1026,394,77,2,47.42,94.84
1027,394,11,1,119.06,119.06
1028,395,35,1,83.84,83.84
1029,395,43,2,105.55,211.1
1030,395,2,3,102.02,306.06
1031,395,24,2,74.2,148.4
1032,396,56,2,58.49,116.98
1033,396,66,2,71.21,142.42
1034,396,20,2,109.21,218.42
1035,397,64,3,60.64,181.92
1036,398,91,2,77.42,154.84
1037,399,71,1,135.57,135.57
1038,399,8,3,84.77,254.31
1039,400,57,2,131.83,263.66
1040,400,21,1,14.38,14.38
1041,400,97,2,109.64,219.28
1042,401,33,1,22.35,22.35
1043,402,8,3,89.23,267.69
1044,402,55,2,101.77,203.54
1045,403,21,3,14.84,44.52
1046,404,99,1,125.31,125.31
1047,404,94,1,39.06,39.06
1048,404,48,1,93.7,93.7
1049,404,8,3,84.77,254.31
1050,405,51,3,77.08,231.24
1051,406,6,1,84.39,84.39
1052,406,2,3,102.02,306.06
1053,407,67,2,62.26,124.52
1054,408,13,1,52.28,52.28
1055,408,25,1,90.31,90.31
1056,408,93,3,113.74,341.22
1057,409,22,2,98.19,196.38
1058,410,19,3,26.29,78.87
1059,410,81,2,71.3,142.6
1060,410,7,2,18.97,37.94
1061,410,59,3,122.97,368.91
1062,411,97,2,109.64,219.28
1063,411,78,2,49.55,99.1
1064,411,48,2,98.63,197.26
1065,412,20,1,109.21,109.21
1066,413,16,1,119.67,119.67
1067,414,66,2,74.96,149.92
1068,414,75,2,94.83,189.66
1069,415,36,1,19.66,19.66
1070,415,16,1,113.69,113.69
1071,416,7,2,18.97,37.94
1072,416,6,2,82.7,165.4
1073,416,55,3,103.85,311.55
1074,417,28,3,28.73,86.19
1075,417,79,1,25.67,25.67
1076,417,57,3,138.77,416.31
1077,418,12,1,49.17,49.17
1078,419,44,2,29.12,58.24
1079,419,29,1,76.68,76.68
1080,419,41,1,17.84,17.84
1081,419,57,1,135.99,135.99
1082,420,65,3,84.21,252.63
1083,420,69,2,12.1,24.2
1084,420,16,3,117.28,351.84
