order_id,order_date,order_month,order_status,customer_id,country,product_id,product_name,category,brand,supplier_id,supplier_name,quantity,unit_price,revenue,cost_price,selling_price,margin,margin_percentage,stock_quantity,stock_status,delivery_days,reliability_score
51,2025-09-06,2025-09,Cancelled,1048,Italy,8,Smart Plug 8,Electronics,TechNova,1,TechNova Supplies,1,89.23,89.23,50.28,89.23,38.95,0.4365,120,High Stock,3,4.8
51,2025-09-06,2025-09,Cancelled,1048,Italy,73,Lunch Box 3,Green Living,EcoTrend,8,EcoTrend Supply,2,88.31,176.62,60.24,88.31,28.07,0.3179,90,High Stock,6,4.3
51,2025-09-06,2025-09,Cancelled,1048,Italy,90,Drawing Kit 6,Kids,KidsWorld,9,KidsWorld Source,3,78.05,234.15,54.41,78.05,23.64,0.3029,60,Medium Stock,8,3.8
51,2025-09-06,2025-09,Cancelled,1048,Italy,2,Wireless Mouse 2,Electronics,TechNova,1,TechNova Supplies,2,102.02,204.04,55.75,102.02,46.27,0.4535,12,Low Stock,3,4.8
52,2025-09-06,2025-09,Completed,1175,Italy,56,Body Lotion 14,Beauty,BeautyPro,6,BeautyPro Trade,2,57.32,114.64,34.68,58.49,23.81,0.4071,40,Medium Stock,2,4.7
52,2025-09-06,2025-09,Completed,1175,Italy,80,Compost Bin 10,Green Living,EcoTrend,8,EcoTrend Supply,2,12.25,24.5,7.87,12.89,5.02,0.3894,60,Medium Stock,6,4.3
52,2025-09-06,2025-09,Completed,1175,Italy,71,Bamboo Cutlery 1,Green Living,EcoTrend,8,EcoTrend Supply,2,135.57,271.14,78.04,135.57,57.53,0.4244,25,Medium Stock,6,4.3
53,2025-09-07,2025-09,Completed,1092,Italy,90,Drawing Kit 6,Kids,KidsWorld,9,KidsWorld Source,1,74.15,74.15,54.41,78.05,23.64,0.3029,60,Medium Stock,8,3.8
53,2025-09-07,2025-09,Completed,1092,Italy,59,Monitor Stand 3,Office,OfficePlus,7,OfficePlus Vendor,1,129.44,129.44,71.06,129.44,58.38,0.451,60,Medium Stock,5,4.2
54,2025-09-07,2025-09,Returned,1128,Spain,30,Foam Roller 2,Fitness,UrbanFit,5,UrbanFit Partners,2,120.6,241.2,70.9,126.95,56.05,0.4415,40,Medium Stock,7,3.9
54,2025-09-07,2025-09,Returned,1128,Spain,20,Air Humidifier 6,Home,HomeStyle,4,HomeStyle Distribution,1,107.03,107.03,72.34,109.21,36.87,0.3376,25,Medium Stock,4,4.5
54,2025-09-07,2025-09,Returned,1128,Spain,21,Air Humidifier 7,Home,HomeStyle,4,HomeStyle Distribution,3,14.84,44.52,11.82,15.14,3.32,0.2193,12,Low Stock,4,4.5
55,2025-09-07,2025-09,Completed,1004,Austria,55,Body Lotion 13,Beauty,BeautyPro,6,BeautyPro Trade,1,98.66,98.66,75.1,103.85,28.75,0.2768,60,Medium Stock,2,4.7
55,2025-09-07,2025-09,Completed,1004,Austria,57,Monitor Stand 1,Office,OfficePlus,7,OfficePlus Vendor,3,131.83,395.49,74.68,138.77,64.09,0.4618,8,Low Stock,5,4.2
55,2025-09-07,2025-09,Completed,1004,Austria,13,Smart Plug 13,Electronics,TechNova,1,TechNova Supplies,2,50.68,101.36,31.65,53.35,21.7,0.4067,12,Low Stock,3,4.8
56,2025-09-08,2025-09,Completed,1116,France,73,Lunch Box 3,Green Living,EcoTrend,8,EcoTrend Supply,2,83.89,167.78,60.24,88.31,28.07,0.3179,90,High Stock,6,4.3
56,2025-09-08,2025-09,Completed,1116,France,54,Hair Dryer 12,Beauty,BeautyPro,6,BeautyPro Trade,1,60.54,60.54,48.42,61.78,13.36,0.2163,12,Low Stock,2,4.7
56,2025-09-08,2025-09,Completed,1116,France,40,Jump Rope 12,Fitness,UrbanFit,5,UrbanFit Partners,3,36.16,108.48,23.22,36.16,12.94,0.3579,90,High Stock,7,3.9
57,2025-09-08,2025-09,Completed,1000,France,32,Jump Rope 4,Fitness,UrbanFit,5,UrbanFit Partners,2,124.83,249.66,66.2,124.83,58.63,0.4697,150,High Stock,7,3.9
57,2025-09-08,2025-09,Completed,1000,France,38,Yoga Mat 10,Fitness,UrbanFit,5,UrbanFit Partners,2,131.88,263.76,72.91,131.88,58.97,0.4471,12,Low Stock,7,3.9
57,2025-09-08,2025-09,Completed,1000,France,10,Smart Plug 10,Electronics,TechNova,1,TechNova Supplies,3,78.38,235.14,48.3,82.5,34.2,0.4145,8,Low Stock,3,4.8
57,2025-09-08,2025-09,Completed,1000,France,13,Smart Plug 13,Electronics,TechNova,1,TechNova Supplies,2,50.68,101.36,31.65,53.35,21.7,0.4067,12,Low Stock,3,4.8
58,2025-09-09,2025-09,Cancelled,1098,Germany,6,Bluetooth Speaker 6,Electronics,TechNova,1,TechNova Supplies,1,80.17,80.17,57.36,84.39,27.03,0.3203,18,Low Stock,3,4.8
58,2025-09-09,2025-09,Cancelled,1098,Germany,10,Smart Plug 10,Electronics,TechNova,1,TechNova Supplies,3,82.5,247.5,48.3,82.5,34.2,0.4145,8,Low Stock,3,4.8
59,2025-09-10,2025-09,Returned,1021,Austria,31,Yoga Mat 3,Fitness,UrbanFit,5,UrbanFit Partners,2,37.35,74.7,23.07,37.35,14.28,0.3823,12,Low Stock,7,3.9
59,2025-09-10,2025-09,Returned,1021,Austria,37,Resistance Band 9,Fitness,UrbanFit,5,UrbanFit Partners,3,61.64,184.92,49.13,61.64,12.51,0.203,8,Low Stock,7,3.9
59,2025-09-10,2025-09,Returned,1021,Austria,2,Wireless Mouse 2,Electronics,TechNova,1,TechNova Supplies,1,96.92,96.92,55.75,102.02,46.27,0.4535,12,Low Stock,3,4.8
60,2025-09-10,2025-09,Completed,1062,Spain,63,Monitor Stand 7,Office,OfficePlus,7,OfficePlus Vendor,3,34.43,103.29,26.13,36.24,10.11,0.279,60,Medium Stock,5,4.2
60,2025-09-10,2025-09,Completed,1062,Spain,19,Wall Shelf 5,Home,HomeStyle,4,HomeStyle Distribution,1,26.83,26.83,15.47,26.83,11.36,0.4234,150,High Stock,4,4.5
61,2025-09-11,2025-09,Completed,1172,Spain,80,Compost Bin 10,Green Living,EcoTrend,8,EcoTrend Supply,2,12.63,25.26,7.87,12.89,5.02,0.3894,60,Medium Stock,6,4.3
61,2025-09-11,2025-09,Completed,1172,Spain,91,Drawing Kit 7,Kids,KidsWorld,9,KidsWorld Source,3,73.55,220.65,55.46,77.42,21.96,0.2836,25,Medium Stock,8,3.8
61,2025-09-11,2025-09,Completed,1172,Spain,12,Wireless Mouse 12,Electronics,TechNova,1,TechNova Supplies,2,51.76,103.52,33.51,51.76,18.25,0.3526,60,Medium Stock,3,4.8
61,2025-09-11,2025-09,Completed,1172,Spain,31,Yoga Mat 3,Fitness,UrbanFit,5,UrbanFit Partners,2,35.48,70.96,23.07,37.35,14.28,0.3823,12,Low Stock,7,3.9
62,2025-09-11,2025-09,Processing,1159,Italy,1,Wireless Mouse 1,Electronics,TechNova,1,TechNova Supplies,3,9.83,29.49,6.88,9.83,2.95,0.3001,25,Medium Stock,3,4.8
62,2025-09-11,2025-09,Processing,1159,Italy,43,Makeup Mirror 1,Beauty,BeautyPro,6,BeautyPro Trade,1,105.55,105.55,59.62,105.55,45.93,0.4351,12,Low Stock,2,4.7
62,2025-09-11,2025-09,Processing,1159,Italy,44,Hair Dryer 2,Beauty,BeautyPro,6,BeautyPro Trade,1,29.12,29.12,19.27,29.71,10.44,0.3514,90,High Stock,2,4.7
62,2025-09-11,2025-09,Processing,1159,Italy,16,Wall Shelf 2,Home,HomeStyle,4,HomeStyle Distribution,2,119.67,239.34,68.21,119.67,51.46,0.43,25,Medium Stock,4,4.5
63,2025-09-13,2025-09,Returned,1134,Spain,39,Resistance Band 11,Fitness,UrbanFit,5,UrbanFit Partners,2,40.53,81.06,25.89,40.53,14.64,0.3612,150,High Stock,7,3.9
64,2025-09-13,2025-09,Returned,1053,France,14,Bluetooth Speaker 14,Electronics,TechNova,1,TechNova Supplies,1,62.23,62.23,45.06,63.5,18.44,0.2904,120,High Stock,3,4.8
64,2025-09-13,2025-09,Returned,1053,France,10,Smart Plug 10,Electronics,TechNova,1,TechNova Supplies,2,82.5,165.0,48.3,82.5,34.2,0.4145,8,Low Stock,3,4.8
65,2025-09-14,2025-09,Returned,1007,Netherlands,48,Makeup Mirror 6,Beauty,BeautyPro,6,BeautyPro Trade,2,96.66,193.32,72.68,98.63,25.95,0.2631,8,Low Stock,2,4.7
66,2025-09-14,2025-09,Completed,1057,Netherlands,21,Air Humidifier 7,Home,HomeStyle,4,HomeStyle Distribution,1,14.38,14.38,11.82,15.14,3.32,0.2193,12,Low Stock,4,4.5
66,2025-09-14,2025-09,Completed,1057,Netherlands,42,Jump Rope 14,Fitness,UrbanFit,5,UrbanFit Partners,3,89.69,269.07,69.79,89.69,19.9,0.2219,12,Low Stock,7,3.9
66,2025-09-14,2025-09,Completed,1057,Netherlands,29,Yoga Mat 1,Fitness,UrbanFit,5,UrbanFit Partners,3,74.34,223.02,49.92,78.25,28.33,0.362,12,Low Stock,7,3.9
67,2025-09-17,2025-09,Completed,1068,Austria,96,Puzzle Set 12,Kids,KidsWorld,9,KidsWorld Source,1,86.43,86.43,46.81,86.43,39.62,0.4584,12,Low Stock,8,3.8
67,2025-09-17,2025-09,Completed,1068,Austria,10,Smart Plug 10,Electronics,TechNova,1,TechNova Supplies,3,82.5,247.5,48.3,82.5,34.2,0.4145,8,Low Stock,3,4.8
68,2025-09-17,2025-09,Completed,1019,Spain,32,Jump Rope 4,Fitness,UrbanFit,5,UrbanFit Partners,2,124.83,249.66,66.2,124.83,58.63,0.4697,150,High Stock,7,3.9
68,2025-09-17,2025-09,Completed,1019,Spain,51,Face Cleanser 9,Beauty,BeautyPro,6,BeautyPro Trade,1,78.65,78.65,61.1,78.65,17.55,0.2231,120,High Stock,2,4.7
68,2025-09-17,2025-09,Completed,1019,Spain,26,Desk Lamp 12,Home,HomeStyle,4,HomeStyle Distribution,3,69.34,208.02,39.03,72.99,33.96,0.4653,40,Medium Stock,4,4.5
68,2025-09-17,2025-09,Completed,1019,Spain,93,Toy Basket 9,Kids,KidsWorld,9,KidsWorld Source,2,113.74,227.48,71.46,116.06,44.6,0.3843,90,High Stock,8,3.8
69,2025-09-17,2025-09,Cancelled,1118,Germany,55,Body Lotion 13,Beauty,BeautyPro,6,BeautyPro Trade,2,103.85,207.7,75.1,103.85,28.75,0.2768,60,Medium Stock,2,4.7
69,2025-09-17,2025-09,Cancelled,1118,Germany,48,Makeup Mirror 6,Beauty,BeautyPro,6,BeautyPro Trade,3,96.66,289.98,72.68,98.63,25.95,0.2631,8,Low Stock,2,4.7
69,2025-09-17,2025-09,Cancelled,1118,Germany,59,Monitor Stand 3,Office,OfficePlus,7,OfficePlus Vendor,1,129.44,129.44,71.06,129.44,58.38,0.451,60,Medium Stock,5,4.2
70,2025-09-17,2025-09,Completed,1053,Spain,88,Puzzle Set 4,Kids,KidsWorld,9,KidsWorld Source,3,37.76,113.28,27.79,38.53,10.74,0.2787,60,Medium Stock,8,3.8
70,2025-09-17,2025-09,Completed,1053,Spain,79,Reusable Bottle 9,Green Living,EcoTrend,8,EcoTrend Supply,3,25.16,75.48,13.65,25.67,12.02,0.4683,18,Low Stock,6,4.3
70,2025-09-17,2025-09,Completed,1053,Spain,55,Body Lotion 13,Beauty,BeautyPro,6,BeautyPro Trade,3,98.66,295.98,75.1,103.85,28.75,0.2768,60,Medium Stock,2,4.7
70,2025-09-17,2025-09,Completed,1053,Spain,58,Notebook Set 2,Office,OfficePlus,7,OfficePlus Vendor,2,14.28,28.56,10.49,14.57,4.08,0.28,40,Medium Stock,5,4.2
71,2025-09-17,2025-09,Cancelled,1102,France,9,Wireless Mouse 9,Electronics,TechNova,1,TechNova Supplies,2,116.66,233.32,77.98,116.66,38.68,0.3316,150,High Stock,3,4.8
71,2025-09-17,2025-09,Cancelled,1102,France,7,Smart Plug 7,Electronics,TechNova,1,TechNova Supplies,1,18.02,18.02,12.67,18.97,6.3,0.3321,60,Medium Stock,3,4.8
71,2025-09-17,2025-09,Cancelled,1102,France,40,Jump Rope 12,Fitness,UrbanFit,5,UrbanFit Partners,2,36.16,72.32,23.22,36.16,12.94,0.3579,90,High Stock,7,3.9
72,2025-09-18,2025-09,Processing,1053,France,2,Wireless Mouse 2,Electronics,TechNova,1,TechNova Supplies,3,99.98,299.94,55.75,102.02,46.27,0.4535,12,Low Stock,3,4.8
72,2025-09-18,2025-09,Processing,1053,France,33,Resistance Band 5,Fitness,UrbanFit,5,UrbanFit Partners,1,22.35,22.35,14.63,22.81,8.18,0.3586,150,High Stock,7,3.9
72,2025-09-18,2025-09,Processing,1053,France,13,Smart Plug 13,Electronics,TechNova,1,TechNova Supplies,2,50.68,101.36,31.65,53.35,21.7,0.4067,12,Low Stock,3,4.8
73,2025-09-19,2025-09,Cancelled,1050,France,23,Air Humidifier 9,Home,HomeStyle,4,HomeStyle Distribution,3,77.23,231.69,49.69,77.23,27.54,0.3566,40,Medium Stock,4,4.5
74,2025-09-20,2025-09,Completed,1042,Spain,61,Notebook Set 5,Office,OfficePlus,7,OfficePlus Vendor,1,86.95,86.95,55.09,88.72,33.63,0.3791,12,Low Stock,5,4.2
74,2025-09-20,2025-09,Completed,1042,Spain,85,Night Light 1,Kids,KidsWorld,9,KidsWorld Source,1,78.83,78.83,55.02,80.44,25.42,0.316,40,Medium Stock,8,3.8
74,2025-09-20,2025-09,Completed,1042,Spain,5,Bluetooth Speaker 5,Electronics,TechNova,1,TechNova Supplies,3,55.36,166.08,38.69,55.36,16.67,0.3011,8,Low Stock,3,4.8
74,2025-09-20,2025-09,Completed,1042,Spain,37,Resistance Band 9,Fitness,UrbanFit,5,UrbanFit Partners,3,60.41,181.23,49.13,61.64,12.51,0.203,8,Low Stock,7,3.9
75,2025-09-20,2025-09,Returned,1154,Italy,75,Reusable Bottle 5,Green Living,EcoTrend,8,EcoTrend Supply,3,96.77,290.31,69.39,96.77,27.38,0.2829,120,High Stock,6,4.3
75,2025-09-20,2025-09,Returned,1154,Italy,5,Bluetooth Speaker 5,Electronics,TechNova,1,TechNova Supplies,2,55.36,110.72,38.69,55.36,16.67,0.3011,8,Low Stock,3,4.8
76,2025-09-20,2025-09,Completed,1061,Italy,67,Pen Kit 11,Office,OfficePlus,7,OfficePlus Vendor,3,62.26,186.78,47.07,62.26,15.19,0.244,18,Low Stock,5,4.2
76,2025-09-20,2025-09,Completed,1061,Italy,24,Storage Box 10,Home,HomeStyle,4,HomeStyle Distribution,3,72.72,218.16,56.02,74.2,18.18,0.245,150,High Stock,4,4.5
76,2025-09-20,2025-09,Completed,1061,Italy,21,Air Humidifier 7,Home,HomeStyle,4,HomeStyle Distribution,1,15.14,15.14,11.82,15.14,3.32,0.2193,12,Low Stock,4,4.5
76,2025-09-20,2025-09,Completed,1061,Italy,94,Toy Basket 10,Kids,KidsWorld,9,KidsWorld Source,2,38.28,76.56,23.3,39.06,15.76,0.4035,8,Low Stock,8,3.8
77,2025-09-21,2025-09,Processing,1110,Italy,13,Smart Plug 13,Electronics,TechNova,1,TechNova Supplies,1,53.35,53.35,31.65,53.35,21.7,0.4067,12,Low Stock,3,4.8
77,2025-09-21,2025-09,Processing,1110,Italy,52,Hair Dryer 10,Beauty,BeautyPro,6,BeautyPro Trade,3,14.65,43.95,9.27,14.65,5.38,0.3672,18,Low Stock,2,4.7
77,2025-09-21,2025-09,Processing,1110,Italy,66,Desk Organizer 10,Office,OfficePlus,7,OfficePlus Vendor,3,73.46,220.38,52.78,74.96,22.18,0.2959,120,High Stock,5,4.2
77,2025-09-21,2025-09,Processing,1110,Italy,3,USB-C Hub 3,Electronics,TechNova,1,TechNova Supplies,1,9.48,9.48,7.38,9.67,2.29,0.2368,25,Medium Stock,3,4.8
78,2025-09-21,2025-09,Completed,1147,Netherlands,50,Makeup Mirror 8,Beauty,BeautyPro,6,BeautyPro Trade,2,22.77,45.54,16.61,23.97,7.36,0.3071,8,Low Stock,2,4.7
78,2025-09-21,2025-09,Completed,1147,Netherlands,88,Puzzle Set 4,Kids,KidsWorld,9,KidsWorld Source,1,37.76,37.76,27.79,38.53,10.74,0.2787,60,Medium Stock,8,3.8
78,2025-09-21,2025-09,Completed,1147,Netherlands,8,Smart Plug 8,Electronics,TechNova,1,TechNova Supplies,1,84.77,84.77,50.28,89.23,38.95,0.4365,120,High Stock,3,4.8
79,2025-09-21,2025-09,Completed,1160,Austria,77,Lunch Box 7,Green Living,EcoTrend,8,EcoTrend Supply,3,49.92,149.76,34.88,49.92,15.04,0.3013,12,Low Stock,6,4.3
79,2025-09-21,2025-09,Completed,1160,Austria,42,Jump Rope 14,Fitness,UrbanFit,5,UrbanFit Partners,3,85.21,255.63,69.79,89.69,19.9,0.2219,12,Low Stock,7,3.9
80,2025-09-22,2025-09,Returned,1113,Austria,44,Hair Dryer 2,Beauty,BeautyPro,6,BeautyPro Trade,2,29.71,59.42,19.27,29.71,10.44,0.3514,90,High Stock,2,4.7
80,2025-09-22,2025-09,Returned,1113,Austria,44,Hair Dryer 2,Beauty,BeautyPro,6,BeautyPro Trade,2,29.71,59.42,19.27,29.71,10.44,0.3514,90,High Stock,2,4.7
80,2025-09-22,2025-09,Returned,1113,Austria,19,Wall Shelf 5,Home,HomeStyle,4,HomeStyle Distribution,2,26.83,53.66,15.47,26.83,11.36,0.4234,150,High Stock,4,4.5
81,2025-09-22,2025-09,Completed,1008,Spain,84,Compost Bin 14,Green Living,EcoTrend,8,EcoTrend Supply,3,71.41,214.23,54.75,72.87,18.12,0.2487,40,Medium Stock,6,4.3
81,2025-09-22,2025-09,Completed,1008,Spain,87,Drawing Kit 3,Kids,KidsWorld,9,KidsWorld Source,3,70.26,210.78,51.16,73.96,22.8,0.3083,150,High Stock,8,3.8
81,2025-09-22,2025-09,Completed,1008,Spain,45,Body Lotion 3,Beauty,BeautyPro,6,BeautyPro Trade,1,70.75,70.75,39.7,72.19,32.49,0.4501,12,Low Stock,2,4.7
82,2025-09-22,2025-09,Cancelled,1005,Germany,62,Desk Organizer 6,Office,OfficePlus,7,OfficePlus Vendor,1,43.13,43.13,24.83,45.4,20.57,0.4531,150,High Stock,5,4.2
82,2025-09-22,2025-09,Cancelled,1005,Germany,44,Hair Dryer 2,Beauty,BeautyPro,6,BeautyPro Trade,3,29.12,87.36,19.27,29.71,10.44,0.3514,90,High Stock,2,4.7
83,2025-09-22,2025-09,Processing,1035,Italy,33,Resistance Band 5,Fitness,UrbanFit,5,UrbanFit Partners,3,22.81,68.43,14.63,22.81,8.18,0.3586,150,High Stock,7,3.9
83,2025-09-22,2025-09,Processing,1035,Italy,49,Body Lotion 7,Beauty,BeautyPro,6,BeautyPro Trade,3,124.57,373.71,74.49,131.13,56.64,0.4319,40,Medium Stock,2,4.7
84,2025-09-23,2025-09,Completed,1041,Austria,39,Resistance Band 11,Fitness,UrbanFit,5,UrbanFit Partners,1,38.5,38.5,25.89,40.53,14.64,0.3612,150,High Stock,7,3.9
84,2025-09-23,2025-09,Completed,1041,Austria,43,Makeup Mirror 1,Beauty,BeautyPro,6,BeautyPro Trade,1,105.55,105.55,59.62,105.55,45.93,0.4351,12,Low Stock,2,4.7
84,2025-09-23,2025-09,Completed,1041,Austria,62,Desk Organizer 6,Office,OfficePlus,7,OfficePlus Vendor,2,45.4,90.8,24.83,45.4,20.57,0.4531,150,High Stock,5,4.2
85,2025-09-23,2025-09,Cancelled,1057,Germany,33,Resistance Band 5,Fitness,UrbanFit,5,UrbanFit Partners,1,22.81,22.81,14.63,22.81,8.18,0.3586,150,High Stock,7,3.9
85,2025-09-23,2025-09,Cancelled,1057,Germany,3,USB-C Hub 3,Electronics,TechNova,1,TechNova Supplies,3,9.67,29.01,7.38,9.67,2.29,0.2368,25,Medium Stock,3,4.8
85,2025-09-23,2025-09,Cancelled,1057,Germany,10,Smart Plug 10,Electronics,TechNova,1,TechNova Supplies,2,82.5,165.0,48.3,82.5,34.2,0.4145,8,Low Stock,3,4.8
85,2025-09-23,2025-09,Cancelled,1057,Germany,30,Foam Roller 2,Fitness,UrbanFit,5,UrbanFit Partners,2,120.6,241.2,70.9,126.95,56.05,0.4415,40,Medium Stock,7,3.9
86,2025-09-23,2025-09,Completed,1048,Spain,55,Body Lotion 13,Beauty,BeautyPro,6,BeautyPro Trade,2,103.85,207.7,75.1,103.85,28.75,0.2768,60,Medium Stock,2,4.7
86,2025-09-23,2025-09,Completed,1048,Spain,42,Jump Rope 14,Fitness,UrbanFit,5,UrbanFit Partners,2,89.69,179.38,69.79,89.69,19.9,0.2219,12,Low Stock,7,3.9
86,2025-09-23,2025-09,Completed,1048,Spain,48,Makeup Mirror 6,Beauty,BeautyPro,6,BeautyPro Trade,2,93.7,187.4,72.68,98.63,25.95,0.2631,8,Low Stock,2,4.7
86,2025-09-23,2025-09,Completed,1048,Spain,33,Resistance Band 5,Fitness,UrbanFit,5,UrbanFit Partners,3,22.81,68.43,14.63,22.81,8.18,0.3586,150,High Stock,7,3.9
87,2025-09-23,2025-09,Completed,1073,Germany,44,Hair Dryer 2,Beauty,BeautyPro,6,BeautyPro Trade,2,29.71,59.42,19.27,29.71,10.44,0.3514,90,High Stock,2,4.7
87,2025-09-23,2025-09,Completed,1073,Germany,21,Air Humidifier 7,Home,HomeStyle,4,HomeStyle Distribution,1,14.38,14.38,11.82,15.14,3.32,0.2193,12,Low Stock,4,4.5
87,2025-09-23,2025-09,Completed,1073,Germany,32,Jump Rope 4,Fitness,UrbanFit,5,UrbanFit Partners,1,122.33,122.33,66.2,124.83,58.63,0.4697,150,High Stock,7,3.9
88,2025-09-23,2025-09,Processing,1034,Spain,57,Monitor Stand 1,Office,OfficePlus,7,OfficePlus Vendor,1,135.99,135.99,74.68,138.77,64.09,0.4618,8,Low Stock,5,4.2
88,2025-09-23,2025-09,Processing,1034,Spain,73,Lunch Box 3,Green Living,EcoTrend,8,EcoTrend Supply,2,83.89,167.78,60.24,88.31,28.07,0.3179,90,High Stock,6,4.3
88,2025-09-23,2025-09,Processing,1034,Spain,29,Yoga Mat 1,Fitness,UrbanFit,5,UrbanFit Partners,1,78.25,78.25,49.92,78.25,28.33,0.362,12,Low Stock,7,3.9
89,2025-09-24,2025-09,Completed,1016,Austria,3,USB-C Hub 3,Electronics,TechNova,1,TechNova Supplies,3,9.67,29.01,7.38,9.67,2.29,0.2368,25,Medium Stock,3,4.8
89,2025-09-24,2025-09,Completed,1016,Austria,10,Smart Plug 10,Electronics,TechNova,1,TechNova Supplies,3,82.5,247.5,48.3,82.5,34.2,0.4145,8,Low Stock,3,4.8
89,2025-09-24,2025-09,Completed,1016,Austria,2,Wireless Mouse 2,Electronics,TechNova,1,TechNova Supplies,1,102.02,102.02,55.75,102.02,46.27,0.4535,12,Low Stock,3,4.8
89,2025-09-24,2025-09,Completed,1016,Austria,48,Makeup Mirror 6,Beauty,BeautyPro,6,BeautyPro Trade,1,96.66,96.66,72.68,98.63,25.95,0.2631,8,Low Stock,2,4.7
90,2025-09-27,2025-09,Returned,1066,Germany,22,Desk Lamp 8,Home,HomeStyle,4,HomeStyle Distribution,1,98.19,98.19,64.41,98.19,33.78,0.344,12,Low Stock,4,4.5
90,2025-09-27,2025-09,Returned,1066,Germany,38,Yoga Mat 10,Fitness,UrbanFit,5,UrbanFit Partners,3,131.88,395.64,72.91,131.88,58.97,0.4471,12,Low Stock,7,3.9
91,2025-09-28,2025-09,Returned,1066,France,34,Foam Roller 6,Fitness,UrbanFit,5,UrbanFit Partners,2,73.3,146.6,44.58,73.3,28.72,0.3918,25,Medium Stock,7,3.9
91,2025-09-28,2025-09,Returned,1066,France,5,Bluetooth Speaker 5,Electronics,TechNova,1,TechNova Supplies,3,55.36,166.08,38.69,55.36,16.67,0.3011,8,Low Stock,3,4.8
92,2025-09-28,2025-09,Completed,1018,Netherlands,27,Desk Lamp 13,Home,HomeStyle,4,HomeStyle Distribution,1,55.69,55.69,43.08,56.83,13.75,0.2419,40,Medium Stock,4,4.5
93,2025-09-29,2025-09,Completed,1079,France,14,Bluetooth Speaker 14,Electronics,TechNova,1,TechNova Supplies,1,62.23,62.23,45.06,63.5,18.44,0.2904,120,High Stock,3,4.8
93,2025-09-29,2025-09,Completed,1079,France,28,Desk Lamp 14,Home,HomeStyle,4,HomeStyle Distribution,3,28.73,86.19,16.46,28.73,12.27,0.4271,150,High Stock,4,4.5
94,2025-09-29,2025-09,Completed,1151,Spain,13,Smart Plug 13,Electronics,TechNova,1,TechNova Supplies,1,53.35,53.35,31.65,53.35,21.7,0.4067,12,Low Stock,3,4.8
95,2025-10-01,2025-10,Cancelled,1127,France,69,Desk Organizer 13,Office,OfficePlus,7,OfficePlus Vendor,3,12.1,36.3,8.14,12.1,3.96,0.3273,8,Low Stock,5,4.2
95,2025-10-01,2025-10,Cancelled,1127,France,11,Bluetooth Speaker 11,Electronics,TechNova,1,TechNova Supplies,1,116.68,116.68,62.98,119.06,56.08,0.471,25,Medium Stock,3,4.8
95,2025-10-01,2025-10,Cancelled,1127,France,90,Drawing Kit 6,Kids,KidsWorld,9,KidsWorld Source,2,78.05,156.1,54.41,78.05,23.64,0.3029,60,Medium Stock,8,3.8
96,2025-10-01,2025-10,Processing,1029,France,28,Desk Lamp 14,Home,HomeStyle,4,HomeStyle Distribution,3,28.73,86.19,16.46,28.73,12.27,0.4271,150,High Stock,4,4.5
97,2025-10-01,2025-10,Returned,1092,Austria,70,Monitor Stand 14,Office,OfficePlus,7,OfficePlus Vendor,3,29.32,87.96,20.76,29.32,8.56,0.292,12,Low Stock,5,4.2
97,2025-10-01,2025-10,Returned,1092,Austria,46,Face Cleanser 4,Beauty,BeautyPro,6,BeautyPro Trade,2,16.7,33.4,8.79,16.7,7.91,0.4737,8,Low Stock,2,4.7
97,2025-10-01,2025-10,Returned,1092,Austria,56,Body Lotion 14,Beauty,BeautyPro,6,BeautyPro Trade,2,55.57,111.14,34.68,58.49,23.81,0.4071,40,Medium Stock,2,4.7
97,2025-10-01,2025-10,Returned,1092,Austria,60,Desk Organizer 4,Office,OfficePlus,7,OfficePlus Vendor,2,60.69,121.38,37.86,60.69,22.83,0.3762,40,Medium Stock,5,4.2
98,2025-10-01,2025-10,Completed,1093,Netherlands,35,Resistance Band 7,Fitness,UrbanFit,5,UrbanFit Partners,3,88.25,264.75,58.47,88.25,29.78,0.3375,60,Medium Stock,7,3.9
98,2025-10-01,2025-10,Completed,1093,Netherlands,38,Yoga Mat 10,Fitness,UrbanFit,5,UrbanFit Partners,2,129.24,258.48,72.91,131.88,58.97,0.4471,12,Low Stock,7,3.9
99,2025-10-02,2025-10,Returned,1121,Germany,36,Jump Rope 8,Fitness,UrbanFit,5,UrbanFit Partners,2,19.66,39.32,14.08,19.66,5.58,0.2838,60,Medium Stock,7,3.9
100,2025-10-02,2025-10,Cancelled,1177,Netherlands,42,Jump Rope 14,Fitness,UrbanFit,5,UrbanFit Partners,3,85.21,255.63,69.79,89.69,19.9,0.2219,12,Low Stock,7,3.9
100,2025-10-02,2025-10,Cancelled,1177,Netherlands,2,Wireless Mouse 2,Electronics,TechNova,1,TechNova Supplies,2,102.02,204.04,55.75,102.02,46.27,0.4535,12,Low Stock,3,4.8
100,2025-10-02,2025-10,Cancelled,1177,Netherlands,26,Desk Lamp 12,Home,HomeStyle,4,HomeStyle Distribution,1,69.34,69.34,39.03,72.99,33.96,0.4653,40,Medium Stock,4,4.5
100,2025-10-02,2025-10,Cancelled,1177,Netherlands,43,Makeup Mirror 1,Beauty,BeautyPro,6,BeautyPro Trade,2,105.55,211.1,59.62,105.55,45.93,0.4351,12,Low Stock,2,4.7
